Longitude,Latitude
72.0,18.40000000000001
72.61111111111111,17.700000000000006
72.66666666666667,17.560000000000006
72.72222222222223,17.450000000000006
72.76190476190477,17.271428571428576
72.92063492063492,16.942857142857147
72.96825396825396,16.68571428571429
73.03174603174604,16.457142857142863
73.07936507936508,16.22857142857143
73.14285714285714,16.028571428571432
73.19047619047619,15.828571428571433
73.25396825396824,15.714285714285719
73.3015873015873,15.585714285714289
73.38095238095238,15.457142857142859
73.44444444444444,15.314285714285717
73.5238095238095,15.171428571428574
73.58730158730158,15.02857142857143
73.68253968253967,14.871428571428575
73.76190476190474,14.714285714285717
73.85714285714286,14.571428571428573
73.92063492063491,14.42857142857143
74.0,14.300000000000002
74.06349206349206,14.15714285714286
74.14285714285714,14.014285714285718
74.19047619047619,13.842857142857145
74.25396825396824,13.671428571428576
74.3015873015873,13.45714285714286
74.36507936507937,13.257142857142863
74.41269841269842,13.057142857142862
74.47619047619047,12.871428571428577
74.52380952380952,12.671428571428576
74.58730158730158,12.51428571428572
74.63492063492062,12.357142857142861
74.69841269841268,12.242857142857147
74.74603174603173,12.128571428571432
74.84126984126985,11.98571428571429
74.92063492063492,11.842857142857145
75.01587301587301,11.714285714285717
75.09523809523809,11.585714285714287
75.19047619047618,11.457142857142859
75.26984126984128,11.185714285714287
75.42857142857143,10.85714285714286
75.53968253968254,10.52857142857143
75.66666666666666,10.200000000000003
75.77777777777779,9.871428571428575
75.9047619047619,9.542857142857146
76.01587301587301,9.200000000000003
76.15873015873015,8.98571428571429
76.22222222222221,8.828571428571433
76.3809523809524,8.628571428571432
76.6031746031746,8.442857142857145
76.84126984126985,8.285714285714288
77.06349206349206,8.12857142857143
77.3015873015873,8.014285714285716
77.5079365079365,7.9142857142857155
77.73015873015872,7.842857142857143
77.85714285714286,7.842857142857143
77.92063492063492,7.857142857142859
77.96825396825396,7.885714285714288
78.04761904761905,7.95714285714286
78.1111111111111,8.042857142857144
78.19047619047618,8.128571428571432
78.25396825396824,8.214285714285717
78.33333333333333,8.300000000000002
78.3968253968254,8.414285714285716
78.49206349206348,8.52857142857143
78.55555555555556,8.600000000000003
78.63492063492063,8.65714285714286
78.71428571428571,8.714285714285717
78.7936507936508,8.771428571428574
78.87301587301587,8.828571428571431
78.95238095238095,8.85714285714286
79.01587301587301,8.842857142857143
79.07936507936508,8.85714285714286
79.14285714285714,8.85714285714286
79.22222222222221,8.842857142857145
79.3015873015873,8.800000000000002
79.34920634920636,8.757142857142862
79.39682539682539,8.52857142857143
79.44444444444444,8.300000000000002
79.49206349206348,7.95714285714286
79.53968253968253,7.600000000000002
79.55555555555554,6.971428571428573
79.58730158730158,6.342857142857143
79.66666666666664,5.7285714285714295
79.76190476190474,5.271428571428574
79.85714285714286,4.842857142857146
79.96825396825396,4.500000000000004
80.07936507936508,4.1857142857142895
80.19047619047618,4.1857142857142895
80.46031746031747,4.357142857142861
80.6984126984127,4.557142857142862
80.98412698412697,4.828571428571432
81.25396825396824,5.100000000000004
81.5238095238095,5.400000000000004
81.77777777777779,5.714285714285718
82.04761904761905,6.028571428571433
82.14285714285714,6.214285714285718
82.25396825396824,6.385714285714288
82.3015873015873,6.514285714285718
82.36507936507937,6.642857142857145
82.41269841269842,6.771428571428574
82.47619047619047,6.885714285714288
82.52380952380952,7.000000000000002
82.58730158730158,7.100000000000002
82.63492063492062,7.214285714285718
83.93650793650794,8.442857142857147
85.22222222222221,9.928571428571432
86.4920634920635,11.414285714285716
87.74603174603173,12.900000000000004
88.98412698412699,14.38571428571429
90.20634920634919,15.871428571428577
91.4126984126984,17.34285714285715
91.36507936507935,17.700000000000006
91.30158730158728,17.800000000000004
91.25396825396822,17.928571428571434
91.15873015873012,18.085714285714293
91.07936507936505,18.24285714285715
90.98412698412697,18.400000000000006
90.9047619047619,18.55714285714286
90.80952380952381,18.714285714285722
90.7301587301587,18.900000000000006
90.6190476190476,19.07142857142858
90.55555555555553,19.214285714285722
90.47619047619047,19.357142857142865
90.4126984126984,19.500000000000007
90.33333333333333,19.64285714285715
90.26984126984124,19.785714285714295
90.19047619047616,19.900000000000006
90.14285714285712,20.000000000000007
90.07936507936508,20.100000000000005
90.03174603174604,20.200000000000006
90.0,20.250000000000004
89.97777777777779,20.300000000000004
89.94444444444446,20.350000000000005
89.88888888888889,20.5
